L	0
L	1.07393
L	1.08894
L	0.86982
L	0.152535
L	1.11353
L	2.63203
L	0.150299
L	11.4826
L	2.5858
L	1.49493
L	2.84313
L	0.522338
L	2.91184
L	0.985355
L	0.692625
L	0.805702
L	0.885167
L	2.59285
L	1.24237
L	1.85906
L	1.80249
L	0.58562
L	0.983813
L	3.47167
L	2.55405
L	0.689503
L	0.399554
L	2.46221
L	1.07896
L	0.652647
L	0.255727
L	0.379213
L	0.432438
L	0.416957
L	0.29359
L	2.5274
L	0.814032
L	0.275879
L	3.27016
L	4.88375
L	0.544294
L	1.75274
L	5.64965
L	4.94555
L	2.73023
L	0.481119
L	0.327847
L	1.51358
L	0.0520447
L	4.79169
L	0.859423
L	1.8742
L	1.22392
L	1.1952
L	0.259197
L	1.14579
L	2.21897
L	3.99774
L	0.0388217
L	1.0407
L	0.0399653
L	1.50764
L	3.73596
L	0.909657
L	1.29418
L	0.338185
L	0.479143
L	2.76032
L	0.766875
L	0.755213
L	1.37353
L	1.77172
L	0.64504
L	0.818201
L	2.03541
L	0.201658
L	1.67356
L	0.234646
L	1.7874
L	0.593496
L	0.514242
L	3.50673
L	1.62503
L	1.25204
L	1.87032
L	2.70607
L	0.13043
L	3.75683
L	1.00217
L	0.543803
L	1.20456
L	0.898917
L	1.86712
L	0.603849
L	1.04943
L	2.2503
L	2.62788
L	1.18812
L	6.03771
L	0.126437
L	0.503982
L	2.34872
L	1.75161
L	1.01999
L	2.95187
L	0.378829
L	1.16578
L	3.1226
L	1.95946
L	2.78928
L	0.446393
L	0.481625
L	4.12142
L	2.04652
L	1.0425
L	1.69164
L	0.698785
L	4.47347
L	0.228116
L	0.625674
L	0.710142
L	0.439081
L	2.49644
L	0.557577
L	1.61744
L	0.568357
L	2.21715
L	2.86503
L	0.53396
L	0.01704
L	1.48611
L	0.821736
L	1.90095
L	4.66559
L	3.96863
L	1.5024
L	1.63577
L	2.99219
L	1.26331
L	1.10672
L	0.557803
L	0.413772
L	2.69547
L	1.38364
L	4.84136
L	0.451625
L	1.22206
L	0.300938
L	1.62588
L	0.253032
L	6.06098
L	0.377685
L	0.568566
L	3.10019
L	3.16836
L	3.56533
L	3.67978
L	1.00212
L	2.31276
L	3.26866
L	2.13699
L	0.885023
L	0.712219
L	1.71175
L	5.32049
L	2.13142
L	0.481626
L	1.34358
L	0.517644
L	0.181398
L	2.48722
L	0.27237
L	2.92537
L	1.18405
L	15.5724
L	0.737257
L	1.68519
L	2.53633
L	0.650947
L	1.05711
L	4.75464
L	1.96512
L	0.75258
L	2.42769
L	3.02151
L	5.65533
L	2.50939
L	0.452899
L	0.523467
L	0.715131
L	0.449785
L	2.09209
L	4.47158
L	1.3478
L	5.78387
L	1.35592
L	1.1012
L	0.10287
L	0.456109
L	2.54231
L	1.89863
L	3.32816
L	0.0777593
L	0.224155
L	0.718353
L	0.115567
L	1.72398
L	0.150627
L	3.7287
L	2.01746
L	0.43875
L	0.918518
L	1.22929
L	0.0458245
L	0.12456
L	4.20094
L	1.09788
L	0.269532
L	2.14365
L	0.12356
L	4.45748
L	3.00644
L	1.41262
L	0.565469
L	0.763846
L	6.0577
L	0.795342
L	3.9272
L	1.79467
L	2.29058
L	1.6695
L	0.229708
L	1.17836
L	0.480485
L	1.92089
L	8.68712
L	0.479393
L	3.97824
L	1.81696
L	1.89401
L	0.730648
L	2.88548
L	0.932346
L	1.90138
L	0.577104
L	0.85287
L	6.59602
L	4.08711
L	0.489113
